user_id,country,role,app,failed_logins,mfa_failures,new_device,new_country,impossible_travel,after_hours,privileged,sensitive_app,dormant_account,contractor,downloads,risk_score,label,risk_level
user_3103,Nigeria,admin,Salesforce,0,0,0,0,0,1,0,0,0,0,1,12,0,Normal
user_3104,UK,employee,AWS,1,1,1,0,0,1,0,1,0,0,3,56,1,Suspicious
user_3105,US,contractor,GitHub,0,0,0,1,0,1,0,0,0,1,3,38,1,Suspicious
user_3106,Germany,manager,Slack,1,1,1,0,0,0,0,0,0,0,3,34,0,Normal
user_3107,Germany,employee,GitHub,1,1,1,0,0,0,0,0,0,0,3,34,0,Normal
user_3108,Germany,contractor,Slack,3,0,0,0,0,0,0,0,0,0,1,20,0,Normal
user_3109,India,service_account,Slack,1,1,0,0,0,1,0,0,0,0,2,30,0,Normal
user_3110,Russia,service_account,ServiceNow,1,1,0,0,0,1,1,0,0,0,0,44,1,Suspicious
user_3111,Russia,service_account,GitHub,1,0,1,0,0,1,0,1,0,0,3,46,1,Suspicious
user_3112,China,admin,AWS,1,2,0,0,0,0,0,0,1,0,2,45,1,Suspicious
user_3113,Canada,contractor,Azure,0,1,0,0,0,0,0,0,0,0,4,18,0,Normal
user_3114,US,contractor,AWS,0,0,1,0,0,0,0,0,0,0,2,16,0,Normal
user_3115,US,manager,Slack,0,0,0,0,0,1,1,0,0,0,1,30,0,Normal
user_3116,Germany,contractor,ServiceNow,0,1,0,0,0,0,1,0,0,0,3,34,0,Normal
user_3117,Germany,manager,Payroll,1,0,0,0,0,1,0,0,0,0,0,16,0,Normal
user_3118,Russia,contractor,AWS,0,0,0,0,1,0,1,0,0,0,0,43,1,Suspicious
user_3119,China,manager,Azure,0,0,0,0,0,0,0,1,0,0,2,16,0,Normal
user_3120,US,admin,Salesforce,1,0,0,0,1,0,0,0,0,0,4,39,1,Suspicious
user_3121,Canada,admin,Salesforce,1,1,0,0,0,0,1,0,1,0,3,55,1,Suspicious
user_3122,Canada,manager,GitHub,0,1,0,0,0,0,0,0,0,0,4,18,0,Normal
user_3123,India,manager,Slack,2,3,1,1,0,1,0,0,0,0,2,82,2,High Risk
user_3124,Russia,employee,Salesforce,1,0,1,0,0,0,1,0,0,1,3,50,1,Suspicious
user_3125,Germany,manager,GitHub,1,0,0,0,1,0,0,0,0,0,6,43,1,Suspicious
user_3126,UK,manager,GitHub,0,0,0,0,0,1,0,0,0,0,4,18,0,Normal
user_3127,UK,admin,Azure,1,0,0,0,0,1,0,0,0,0,3,22,0,Normal
user_3128,Germany,manager,AWS,1,0,0,0,0,1,1,0,0,0,2,38,1,Suspicious
user_3129,US,manager,Azure,1,1,0,0,0,1,0,0,0,0,1,28,0,Normal
user_3130,Nigeria,employee,Salesforce,4,1,0,0,0,1,0,1,0,0,4,64,1,Suspicious
user_3131,UK,contractor,Slack,0,0,0,0,0,0,0,0,0,0,3,6,0,Normal
user_3132,Canada,admin,AWS,0,0,1,0,0,0,0,0,0,0,6,24,0,Normal
user_3133,Nigeria,contractor,AWS,0,0,0,0,0,0,1,1,0,0,3,36,1,Suspicious
user_3134,Russia,admin,Slack,1,0,1,0,0,1,0,1,0,1,6,60,1,Suspicious
user_3135,UK,service_account,Azure,1,0,0,0,0,0,0,1,0,1,7,40,1,Suspicious
user_3136,China,employee,Salesforce,0,0,0,0,0,0,0,0,0,0,5,10,0,Normal
user_3137,UK,manager,Azure,2,1,0,0,0,0,1,1,0,1,3,66,1,Suspicious
user_3138,Germany,manager,ServiceNow,0,1,0,0,0,1,1,1,0,0,2,54,1,Suspicious
user_3139,China,admin,GitHub,1,1,1,0,0,0,1,0,0,0,2,50,1,Suspicious
user_3140,China,manager,Salesforce,0,0,1,0,0,0,0,0,0,0,4,20,0,Normal
user_3141,Germany,service_account,GitHub,0,2,0,0,0,0,1,1,0,0,1,52,1,Suspicious
user_3142,UK,admin,AWS,2,0,0,0,0,0,0,0,0,0,1,14,0,Normal
user_3143,US,admin,Azure,2,1,0,0,0,0,0,1,0,0,2,38,1,Suspicious
user_3144,UK,service_account,ServiceNow,1,0,0,0,1,0,0,0,0,0,4,39,1,Suspicious
user_3145,India,manager,Slack,0,1,0,0,0,0,0,0,0,0,6,22,0,Normal
user_3146,Canada,contractor,Azure,0,1,0,0,0,0,0,1,0,1,5,40,1,Suspicious
user_3147,Canada,manager,ServiceNow,1,0,1,0,0,0,1,0,0,0,2,40,1,Suspicious
user_3148,China,service_account,GitHub,2,0,1,0,0,0,0,0,0,0,3,30,0,Normal
user_3149,India,service_account,Payroll,0,0,0,0,0,0,0,0,0,0,2,4,0,Normal
user_3150,UK,admin,Slack,2,0,0,0,0,0,1,0,0,0,2,34,0,Normal
user_3151,Russia,service_account,Slack,0,1,1,0,0,0,0,0,1,0,3,43,1,Suspicious
user_3152,India,contractor,Payroll,0,0,1,0,0,0,0,0,0,0,2,16,0,Normal
user_3153,Nigeria,service_account,Payroll,1,0,0,0,0,1,0,0,0,0,5,26,0,Normal
user_3154,US,manager,AWS,1,1,0,0,0,0,0,0,0,0,2,20,0,Normal
user_3155,Germany,contractor,Azure,0,1,0,0,1,0,1,0,0,0,5,63,1,Suspicious
user_3156,Germany,contractor,AWS,0,1,0,0,0,0,0,0,0,0,3,16,0,Normal
user_3157,Nigeria,contractor,Payroll,0,1,0,0,0,0,1,0,0,0,2,32,0,Normal
user_3158,UK,admin,GitHub,0,1,0,0,0,1,1,0,0,0,1,40,1,Suspicious
user_3159,Canada,manager,Azure,0,1,0,1,0,0,0,1,1,0,4,59,1,Suspicious
user_3160,Canada,admin,Payroll,2,0,1,0,0,0,1,1,0,1,4,70,2,High Risk
user_3161,Russia,manager,ServiceNow,0,0,1,1,0,1,0,0,0,0,1,38,1,Suspicious
user_3162,US,contractor,ServiceNow,0,1,0,0,0,1,1,0,0,1,0,46,1,Suspicious
user_3163,Russia,contractor,Payroll,0,0,0,0,0,0,0,1,0,0,5,22,0,Normal
user_3164,India,contractor,Payroll,0,1,0,0,0,0,0,0,0,0,3,16,0,Normal
user_3165,Russia,contractor,GitHub,1,0,0,0,0,1,0,1,0,0,4,36,1,Suspicious
user_3166,Nigeria,contractor,Salesforce,1,0,0,1,0,1,0,0,0,0,8,46,1,Suspicious
user_3167,UK,contractor,AWS,1,1,0,0,0,0,0,0,0,0,1,18,0,Normal
user_3168,Nigeria,employee,GitHub,0,0,0,0,0,1,0,1,0,0,1,24,0,Normal
user_3169,Canada,admin,Azure,2,2,0,1,0,0,0,0,0,1,4,62,1,Suspicious
user_3170,Canada,admin,AWS,1,0,0,0,0,0,0,0,0,0,5,16,0,Normal
user_3171,Canada,employee,Salesforce,1,0,0,0,0,0,0,0,0,0,2,10,0,Normal
user_3172,Russia,employee,ServiceNow,1,1,0,0,0,0,0,0,0,0,3,22,0,Normal
user_3173,Germany,admin,AWS,0,0,0,0,0,1,1,0,0,1,3,42,1,Suspicious
user_3174,Russia,admin,GitHub,1,2,0,0,0,1,0,1,0,0,0,48,1,Suspicious
user_3175,Nigeria,manager,Slack,0,1,0,0,0,0,0,1,0,1,3,36,1,Suspicious
user_3176,UK,service_account,GitHub,1,0,0,0,1,1,0,0,0,0,1,43,1,Suspicious
user_3177,US,admin,GitHub,1,1,0,0,0,0,0,0,0,0,1,18,0,Normal
user_3178,Russia,contractor,Payroll,1,0,0,0,0,0,0,1,0,0,3,24,0,Normal
user_3179,US,contractor,Slack,0,1,0,0,0,0,0,1,0,1,3,36,1,Suspicious
user_3180,UK,contractor,AWS,0,0,0,0,0,0,1,1,0,0,3,36,1,Suspicious
user_3181,Germany,manager,Payroll,2,0,1,1,0,0,0,1,0,0,3,56,1,Suspicious
user_3182,Germany,service_account,ServiceNow,2,0,0,0,0,0,0,1,0,1,2,36,1,Suspicious
user_3183,India,contractor,GitHub,0,1,0,0,0,0,0,0,0,0,4,18,0,Normal
user_3184,Canada,admin,Azure,1,0,0,0,0,1,1,1,0,0,3,52,1,Suspicious
user_3185,Germany,contractor,Azure,2,0,1,0,0,1,0,1,0,0,2,50,1,Suspicious
user_3186,China,manager,Payroll,2,1,0,0,0,0,0,0,0,0,4,30,0,Normal
user_3187,India,service_account,Salesforce,2,0,0,0,0,1,0,0,0,0,3,28,0,Normal
user_3188,Russia,manager,ServiceNow,1,0,0,1,0,0,0,0,0,0,2,24,0,Normal
user_3189,UK,admin,Slack,1,0,0,0,0,0,0,1,0,0,1,20,0,Normal
user_3190,US,contractor,Azure,1,1,0,0,0,1,1,0,0,0,3,50,1,Suspicious
user_3191,Russia,admin,AWS,1,1,1,0,0,0,0,0,1,0,6,55,1,Suspicious
user_3192,China,contractor,Slack,2,0,1,0,0,0,1,0,0,0,4,50,1,Suspicious
user_3193,China,service_account,GitHub,2,0,1,0,0,0,0,0,0,0,3,30,0,Normal
user_3194,Russia,service_account,Salesforce,1,2,0,0,0,0,1,0,0,0,3,50,1,Suspicious
user_3195,US,manager,AWS,0,0,0,0,0,1,0,0,0,0,2,14,0,Normal
user_3196,Russia,service_account,Slack,0,1,1,1,0,0,0,0,0,1,3,50,1,Suspicious
user_3197,China,contractor,AWS,1,1,0,0,0,0,0,0,0,0,5,26,0,Normal
user_3198,China,employee,ServiceNow,0,2,1,0,0,1,0,0,0,0,1,44,1,Suspicious
user_3199,China,manager,Payroll,1,0,0,0,0,1,1,0,0,1,3,48,1,Suspicious
user_3200,Canada,admin,ServiceNow,2,0,0,0,0,0,0,1,0,0,4,32,0,Normal
user_3201,India,admin,Salesforce,1,1,0,0,0,1,0,1,1,0,5,63,1,Suspicious
user_3202,UK,employee,Slack,0,1,0,0,0,0,1,0,0,0,0,28,0,Normal
user_3203,UK,employee,Azure,1,0,1,0,0,0,0,0,0,0,2,22,0,Normal
user_3204,India,employee,AWS,0,0,0,0,0,1,0,0,0,1,0,18,0,Normal
user_3205,Germany,employee,Payroll,0,0,0,1,0,0,0,0,0,0,2,18,0,Normal
user_3206,Nigeria,manager,AWS,2,0,0,0,0,0,0,1,0,0,1,26,0,Normal
user_3207,Nigeria,service_account,Salesforce,2,1,0,0,0,0,0,1,0,0,3,40,1,Suspicious
user_3208,India,employee,GitHub,0,0,0,0,0,0,0,0,0,0,2,4,0,Normal
user_3209,US,manager,GitHub,1,0,1,1,0,0,0,1,0,0,6,56,1,Suspicious
user_3210,China,contractor,AWS,1,2,0,0,0,0,0,0,0,0,3,32,0,Normal
user_3211,Canada,manager,ServiceNow,1,2,1,0,0,0,0,0,0,0,4,46,1,Suspicious
user_3212,China,contractor,Slack,0,0,0,0,0,1,0,1,1,0,1,39,1,Suspicious
user_3213,Canada,contractor,Azure,0,1,0,0,0,0,0,1,0,0,1,24,0,Normal
user_3214,Germany,manager,Azure,0,0,1,0,0,1,1,1,0,0,2,56,1,Suspicious
user_3215,Germany,admin,Payroll,2,0,1,0,0,0,1,0,0,0,0,42,1,Suspicious
user_3216,India,manager,ServiceNow,1,1,0,0,0,0,0,0,0,0,5,26,0,Normal
user_3217,Nigeria,service_account,AWS,1,0,0,0,0,0,1,0,1,0,0,39,1,Suspicious
user_3218,India,admin,AWS,0,0,0,0,0,0,0,0,0,0,3,6,0,Normal
user_3219,US,manager,Payroll,1,2,0,0,0,1,0,1,0,0,5,58,1,Suspicious
user_3220,Canada,contractor,ServiceNow,2,1,0,0,0,0,0,0,0,0,1,24,0,Normal
user_3221,Germany,service_account,GitHub,1,1,1,0,0,0,0,1,0,0,2,44,1,Suspicious
user_3222,India,contractor,Payroll,1,0,1,0,0,0,0,0,0,0,3,24,0,Normal
user_3223,US,employee,GitHub,0,0,1,0,0,1,0,0,0,0,2,26,0,Normal
user_3224,India,admin,Slack,0,0,0,1,0,0,0,0,0,1,4,30,0,Normal
user_3225,Nigeria,contractor,ServiceNow,2,0,0,0,0,0,0,0,0,1,3,26,0,Normal
user_3226,UK,contractor,AWS,1,1,0,1,0,0,0,0,0,0,4,38,1,Suspicious
user_3227,UK,service_account,Slack,1,0,0,0,0,0,0,0,0,1,3,20,0,Normal
user_3228,China,contractor,Payroll,1,0,0,0,0,1,0,0,0,0,4,24,0,Normal
user_3229,UK,service_account,Salesforce,3,0,0,0,0,0,1,0,0,0,5,46,1,Suspicious
user_3230,China,employee,AWS,1,0,0,0,0,1,1,1,0,1,2,58,1,Suspicious
user_3231,UK,admin,Slack,5,2,0,0,0,0,1,0,0,1,0,76,2,High Risk
user_3232,Nigeria,employee,Slack,1,0,0,0,1,0,0,0,0,0,3,37,1,Suspicious
user_3233,Germany,contractor,Payroll,0,1,0,0,0,0,0,1,1,0,1,39,1,Suspicious
user_3234,Canada,admin,Salesforce,2,0,0,0,0,1,1,0,0,0,2,44,1,Suspicious
user_3235,Canada,service_account,Azure,1,0,0,0,0,0,0,0,0,1,1,16,0,Normal
user_3236,Russia,contractor,Payroll,1,0,0,1,1,0,0,0,1,0,1,62,1,Suspicious
user_3237,UK,admin,AWS,0,0,0,0,0,1,0,0,0,1,1,20,0,Normal
user_3238,US,contractor,Salesforce,2,0,0,0,0,0,0,1,0,0,3,30,0,Normal
user_3239,Canada,contractor,Payroll,0,0,0,0,0,1,0,1,0,1,1,32,0,Normal
user_3240,Russia,contractor,Azure,2,0,1,0,0,1,0,1,0,0,1,48,1,Suspicious
user_3241,Germany,contractor,Salesforce,1,1,0,0,0,0,1,0,0,1,0,42,1,Suspicious
user_3242,US,admin,Salesforce,0,1,0,0,0,1,0,1,0,1,3,46,1,Suspicious
user_3243,UK,admin,Slack,2,1,0,0,0,0,1,0,0,0,4,48,1,Suspicious
user_3244,India,contractor,Payroll,0,1,0,0,0,0,0,0,0,1,5,28,0,Normal
user_3245,Canada,employee,ServiceNow,4,1,1,0,0,0,1,0,0,0,3,70,2,High Risk
user_3246,Germany,contractor,AWS,1,0,1,0,0,1,0,0,0,0,2,32,0,Normal
user_3247,India,admin,Azure,0,1,0,0,0,0,0,1,0,0,2,26,0,Normal
user_3248,UK,manager,Azure,1,2,0,0,0,0,0,0,0,0,2,30,0,Normal
user_3249,US,service_account,Salesforce,3,0,0,0,0,0,0,1,0,0,3,36,1,Suspicious
user_3250,UK,admin,Salesforce,0,2,0,0,0,1,0,0,0,1,1,40,1,Suspicious
user_3251,China,manager,Salesforce,0,0,0,1,0,0,1,0,0,0,3,38,1,Suspicious
user_3252,US,admin,AWS,1,1,0,0,0,1,0,0,0,0,3,32,0,Normal
user_3253,India,admin,AWS,1,0,0,0,0,0,0,0,0,0,1,8,0,Normal
user_3254,Germany,employee,Slack,1,1,0,1,0,0,0,0,0,1,4,46,1,Suspicious
user_3255,Germany,contractor,Slack,0,0,0,0,0,0,0,0,0,0,1,2,0,Normal
user_3256,US,service_account,Slack,1,1,1,0,0,1,0,1,0,0,7,64,1,Suspicious
user_3257,Canada,contractor,Slack,1,0,0,0,0,1,0,1,0,0,1,30,0,Normal
user_3258,Nigeria,contractor,Salesforce,1,0,0,0,0,0,0,0,0,1,9,32,0,Normal
user_3259,US,employee,Azure,1,1,0,0,0,0,0,1,0,0,6,40,1,Suspicious
user_3260,China,manager,AWS,3,0,0,0,0,0,0,0,0,1,6,38,1,Suspicious
user_3261,Russia,manager,AWS,1,1,0,0,0,1,0,1,0,1,1,48,1,Suspicious
user_3262,Canada,employee,Payroll,1,3,0,0,0,1,0,0,0,0,2,50,1,Suspicious
user_3263,US,employee,GitHub,0,1,0,0,0,0,1,0,0,0,4,36,1,Suspicious
user_3264,Germany,employee,AWS,2,4,0,0,0,0,1,0,0,0,4,78,2,High Risk
user_3265,Canada,manager,Slack,1,0,1,0,0,0,0,0,0,0,4,26,0,Normal
user_3266,UK,employee,Payroll,0,1,0,0,1,0,0,0,0,0,7,49,1,Suspicious
user_3267,Canada,admin,GitHub,1,1,1,0,0,0,1,0,0,0,3,52,1,Suspicious
user_3268,Germany,service_account,AWS,2,0,0,0,0,0,0,0,0,1,3,26,0,Normal
user_3269,China,contractor,Salesforce,3,1,0,0,0,1,0,0,0,0,1,40,1,Suspicious
user_3270,Germany,manager,Salesforce,2,0,1,0,0,1,1,0,0,0,0,52,1,Suspicious
user_3271,Russia,admin,AWS,0,0,1,0,0,0,0,1,0,1,4,40,1,Suspicious
user_3272,US,contractor,Slack,0,0,0,1,0,1,1,1,1,0,9,87,2,High Risk
user_3273,Russia,employee,Payroll,2,1,0,0,0,0,0,1,0,0,5,44,1,Suspicious
user_3274,Germany,contractor,AWS,1,0,1,0,0,0,0,0,0,0,3,24,0,Normal
user_3275,Canada,admin,Slack,2,1,0,0,0,0,0,0,0,0,1,24,0,Normal
user_3276,Russia,employee,Salesforce,0,0,1,0,0,1,0,1,0,0,2,38,1,Suspicious
user_3277,Germany,contractor,GitHub,0,1,1,0,0,0,0,1,0,0,4,42,1,Suspicious
user_3278,India,employee,Slack,1,1,0,0,0,0,0,1,0,0,1,30,0,Normal
user_3279,UK,admin,Salesforce,2,0,0,0,0,0,1,0,0,0,1,32,0,Normal
user_3280,Russia,contractor,Slack,1,2,0,0,0,0,0,0,0,1,1,36,1,Suspicious
user_3281,UK,admin,AWS,0,1,0,0,0,0,1,0,0,0,5,38,1,Suspicious
user_3282,Russia,contractor,Salesforce,1,0,0,0,0,1,0,1,0,1,6,48,1,Suspicious
user_3283,Russia,employee,ServiceNow,2,0,0,0,0,0,0,0,0,1,3,26,0,Normal
user_3284,India,contractor,ServiceNow,2,0,1,0,0,1,1,0,0,1,2,64,1,Suspicious
user_3285,Germany,service_account,ServiceNow,1,1,0,0,0,0,0,0,0,0,2,20,0,Normal
user_3286,US,manager,Salesforce,2,0,0,0,0,0,0,1,0,0,1,26,0,Normal
user_3287,Canada,admin,AWS,1,0,0,0,0,0,0,1,0,0,6,30,0,Normal
user_3288,China,manager,ServiceNow,1,0,0,0,0,1,0,1,0,0,6,40,1,Suspicious
user_3289,Canada,employee,AWS,0,1,0,0,0,0,0,1,0,1,1,32,0,Normal
user_3290,Russia,contractor,GitHub,3,1,0,0,0,1,1,1,0,1,1,78,2,High Risk
user_3291,Germany,manager,Payroll,1,0,1,0,1,0,0,0,1,0,3,64,1,Suspicious
user_3292,Germany,employee,AWS,0,1,0,0,0,0,0,1,0,0,4,30,0,Normal
user_3293,India,admin,AWS,1,0,1,0,0,0,0,0,0,0,2,22,0,Normal
user_3294,Nigeria,admin,Slack,0,2,0,0,0,0,0,1,0,1,2,44,1,Suspicious
user_3295,US,service_account,Azure,1,0,0,1,0,0,0,0,0,0,3,26,0,Normal
user_3296,China,admin,Azure,0,1,0,0,0,0,0,0,0,0,2,14,0,Normal
user_3297,US,manager,Azure,2,1,0,1,0,0,0,0,0,1,3,50,1,Suspicious
user_3298,Russia,admin,AWS,0,2,0,0,0,1,0,0,0,0,6,42,1,Suspicious
user_3299,Germany,service_account,Salesforce,3,1,0,1,0,0,0,1,1,0,2,73,2,High Risk
user_3300,Germany,manager,ServiceNow,0,0,1,0,0,1,1,0,0,0,2,44,1,Suspicious
user_3301,China,service_account,GitHub,0,0,1,0,0,0,1,0,1,0,2,49,1,Suspicious
user_3302,UK,contractor,Slack,0,0,0,0,0,0,0,0,0,0,3,6,0,Normal
user_3303,US,employee,Azure,3,1,0,0,0,0,0,1,0,0,0,40,1,Suspicious
user_3304,India,employee,AWS,1,0,0,0,0,1,0,0,0,0,1,18,0,Normal
user_3305,US,manager,AWS,0,0,0,0,0,1,0,0,0,0,6,22,0,Normal
user_3306,UK,employee,AWS,0,0,0,0,0,0,0,0,0,0,1,2,0,Normal
user_3307,Germany,manager,ServiceNow,2,2,0,1,0,1,0,1,0,0,5,78,2,High Risk
user_3308,Canada,contractor,Slack,1,0,0,1,0,0,1,0,0,1,5,56,1,Suspicious
user_3309,India,admin,AWS,1,0,0,0,0,0,0,1,0,0,3,24,0,Normal
user_3310,Germany,manager,Payroll,0,0,1,0,0,0,0,0,0,0,2,16,0,Normal
user_3311,UK,service_account,AWS,0,0,1,0,1,0,0,1,0,0,4,57,1,Suspicious
user_3312,Nigeria,admin,ServiceNow,2,0,1,0,0,1,0,1,0,0,2,50,1,Suspicious
user_3313,India,manager,GitHub,0,0,0,0,0,1,0,0,0,1,2,22,0,Normal
user_3314,India,employee,GitHub,1,0,0,0,0,0,0,0,0,1,4,22,0,Normal
user_3315,China,contractor,AWS,1,0,0,0,0,1,1,0,0,0,8,50,1,Suspicious
user_3316,India,contractor,Payroll,0,0,0,0,0,1,0,0,0,0,5,20,0,Normal
user_3317,China,manager,Azure,0,1,0,0,0,1,0,1,0,0,4,40,1,Suspicious
user_3318,India,employee,Azure,0,1,0,0,0,0,1,1,0,1,4,56,1,Suspicious
user_3319,China,contractor,Azure,1,0,1,0,0,0,0,1,0,0,3,36,1,Suspicious
user_3320,Canada,admin,ServiceNow,0,0,0,0,0,0,0,1,0,1,3,26,0,Normal
user_3321,UK,service_account,Slack,3,0,0,1,0,0,1,0,0,0,3,56,1,Suspicious
user_3322,UK,admin,Payroll,2,0,1,1,0,0,0,1,0,0,3,56,1,Suspicious
user_3323,India,admin,Payroll,2,0,0,0,0,1,0,1,0,0,0,34,0,Normal
user_3324,Nigeria,contractor,ServiceNow,2,0,0,0,0,1,0,0,0,0,5,32,0,Normal
user_3325,India,employee,GitHub,3,1,1,0,0,1,0,0,0,1,5,68,1,Suspicious
user_3326,UK,contractor,AWS,1,0,0,0,0,0,0,1,0,1,2,30,0,Normal
user_3327,UK,manager,Salesforce,2,0,1,0,0,1,1,0,0,0,1,54,1,Suspicious
user_3328,US,service_account,Slack,2,1,0,0,0,0,1,0,0,0,2,44,1,Suspicious
user_3329,Russia,contractor,Payroll,0,0,0,0,0,1,0,0,0,1,1,20,0,Normal
user_3330,China,contractor,Slack,0,0,0,0,0,0,0,1,0,0,0,12,0,Normal
user_3331,Russia,contractor,Payroll,0,1,1,1,0,1,0,0,0,0,4,54,1,Suspicious
user_3332,Nigeria,service_account,Salesforce,0,1,0,0,0,0,0,0,0,0,4,18,0,Normal
user_3333,China,employee,Salesforce,2,1,1,0,0,0,0,1,1,1,6,81,2,High Risk
user_3334,China,service_account,AWS,0,0,1,0,0,0,0,1,0,0,6,36,1,Suspicious
user_3335,Germany,contractor,GitHub,0,3,0,0,0,0,0,0,0,0,1,32,0,Normal
user_3336,Russia,service_account,Slack,1,1,0,0,0,0,1,0,0,0,2,38,1,Suspicious
user_3337,India,admin,Slack,0,3,0,0,0,0,0,0,0,0,7,44,1,Suspicious
user_3338,US,contractor,Payroll,3,1,0,0,0,0,0,0,0,0,2,32,0,Normal
user_3339,Germany,manager,Payroll,1,0,1,0,0,1,0,0,0,1,2,40,1,Suspicious
user_3340,US,admin,Slack,0,1,0,0,0,0,0,1,0,0,4,30,0,Normal
user_3341,US,manager,GitHub,0,0,0,0,0,0,1,1,0,0,1,32,0,Normal
user_3342,India,manager,GitHub,1,1,0,0,0,0,0,1,1,1,5,61,1,Suspicious
user_3343,Germany,service_account,ServiceNow,0,0,1,0,0,1,1,0,1,0,2,59,1,Suspicious
user_3344,UK,employee,Salesforce,1,1,0,0,0,0,0,0,0,0,2,20,0,Normal
user_3345,Canada,contractor,Payroll,1,0,0,0,0,0,0,0,0,0,3,12,0,Normal
user_3346,Canada,service_account,AWS,1,0,0,0,1,0,0,0,0,0,4,39,1,Suspicious
user_3347,China,manager,Azure,1,1,1,0,0,0,0,0,0,1,3,42,1,Suspicious
user_3348,China,admin,Slack,2,1,0,1,0,1,0,1,0,1,5,76,2,High Risk
user_3349,Nigeria,service_account,ServiceNow,0,1,1,0,0,0,1,0,1,0,0,55,1,Suspicious
user_3350,China,service_account,GitHub,2,0,0,0,0,0,0,1,1,0,1,41,1,Suspicious
user_3351,China,employee,Salesforce,1,0,0,0,0,0,0,1,0,0,3,24,0,Normal
user_3352,Russia,manager,GitHub,1,0,0,0,0,0,0,0,0,0,5,16,0,Normal
user_3353,Germany,contractor,Slack,1,1,0,0,1,0,1,1,0,0,5,81,2,High Risk
user_3354,Nigeria,employee,AWS,0,0,0,0,0,0,0,1,0,0,1,14,0,Normal
user_3355,India,employee,Salesforce,2,2,1,1,1,0,1,0,0,0,1,103,2,High Risk
user_3356,Canada,contractor,ServiceNow,1,0,1,0,0,1,0,0,0,0,2,32,0,Normal
user_3357,China,admin,Slack,1,1,0,1,0,1,0,1,0,0,3,58,1,Suspicious
user_3358,China,manager,AWS,0,0,0,0,0,0,1,1,1,0,6,57,1,Suspicious
user_3359,Russia,manager,Slack,0,0,0,0,1,1,0,0,0,0,4,43,1,Suspicious
user_3360,UK,manager,Payroll,3,1,0,0,0,0,0,0,0,0,0,28,0,Normal
user_3361,UK,service_account,Salesforce,1,1,0,0,0,0,1,0,1,1,2,61,1,Suspicious
user_3362,India,service_account,Azure,1,0,1,0,0,0,1,1,0,1,0,56,1,Suspicious
user_3363,Germany,manager,AWS,0,0,0,0,0,0,0,0,0,0,1,2,0,Normal
user_3364,US,manager,Azure,2,0,0,0,0,0,1,0,0,0,3,36,1,Suspicious
user_3365,Germany,admin,Azure,1,0,0,0,0,1,0,0,0,0,3,22,0,Normal
user_3366,China,contractor,Slack,0,1,0,0,0,0,0,0,0,0,4,18,0,Normal
user_3367,Canada,manager,Salesforce,2,3,0,0,0,0,0,0,0,0,1,44,1,Suspicious
user_3368,Nigeria,employee,Payroll,1,2,0,0,0,0,0,1,0,0,3,44,1,Suspicious
user_3369,Canada,admin,Salesforce,1,0,0,0,0,0,0,0,0,0,2,10,0,Normal
user_3370,Russia,employee,ServiceNow,0,1,0,0,0,0,0,1,0,0,3,28,0,Normal
user_3371,Germany,contractor,Payroll,1,0,0,0,0,0,1,1,0,0,3,42,1,Suspicious
user_3372,Canada,employee,Salesforce,4,0,1,0,0,0,0,0,0,0,3,42,1,Suspicious
user_3373,Nigeria,employee,Slack,0,0,0,0,0,0,0,0,0,1,2,12,0,Normal
user_3374,US,employee,AWS,1,0,0,0,0,1,0,1,0,0,3,34,0,Normal
user_3375,US,contractor,ServiceNow,4,0,0,0,0,1,1,0,0,0,2,56,1,Suspicious
user_3376,Nigeria,contractor,Payroll,2,0,0,0,0,0,1,1,0,0,5,52,1,Suspicious
user_3377,Russia,service_account,Payroll,2,1,0,1,0,1,0,0,0,0,5,56,1,Suspicious
user_3378,Russia,admin,Slack,0,0,0,0,0,0,0,0,0,1,4,16,0,Normal
user_3379,Russia,admin,Azure,0,0,0,0,0,1,0,0,1,1,4,41,1,Suspicious
user_3380,Germany,admin,Slack,2,1,1,0,0,0,0,1,0,0,3,52,1,Suspicious
user_3381,China,contractor,ServiceNow,1,1,0,1,0,0,0,1,0,0,5,52,1,Suspicious
user_3382,US,admin,Azure,0,1,0,0,0,0,1,1,1,0,3,61,1,Suspicious
user_3383,Russia,employee,Salesforce,1,0,0,1,0,1,0,0,0,0,3,36,1,Suspicious
user_3384,India,contractor,Slack,3,0,0,0,0,0,0,0,0,0,2,22,0,Normal
user_3385,UK,employee,ServiceNow,1,3,0,0,0,0,0,0,0,0,5,46,1,Suspicious
user_3386,Canada,service_account,GitHub,1,0,0,0,0,0,0,0,0,0,1,8,0,Normal
user_3387,Germany,admin,Payroll,0,0,0,0,0,1,0,1,0,0,3,28,0,Normal
user_3388,India,service_account,Payroll,1,0,0,1,0,0,0,1,0,0,5,42,1,Suspicious
user_3389,Germany,employee,Slack,1,0,0,0,0,1,0,0,0,0,3,22,0,Normal
user_3390,Russia,employee,Slack,1,1,0,0,0,0,0,0,0,1,1,26,0,Normal
user_3391,Russia,employee,Azure,1,0,0,1,0,1,1,1,0,1,3,74,2,High Risk
user_3392,Russia,contractor,AWS,0,1,1,0,0,0,0,0,0,0,2,26,0,Normal
user_3393,India,contractor,Slack,0,0,0,0,0,0,0,1,0,0,3,18,0,Normal
user_3394,Canada,admin,Payroll,2,1,0,0,0,1,1,1,0,0,1,64,1,Suspicious
